date,open,high,low,close,volume,MA_10,MACD,MACD_signal,ROC_2,Momentum_4,RSI_10,BB_high,BB_low,BB_middle,CCI_20
2003-01-15,1.0555,1.0594999999999999,1.0502,1.0553,9565,1.04857,0.010025900414380118,0.009810740858414536,0.1233396584440092,0.00649999999999995,67.92835805267887,1.0624108311974862,1.0230691688025133,1.0427399999999998,102.95731299344207
2003-01-16,1.0553,1.0629,1.0542,1.0613,9453,1.05104,0.010310243516828965,0.009910641390097423,0.5399772641151778,0.0040000000000000036,72.75667263287349,1.0643300905430537,1.0245699094569465,1.04445,127.25801736387186
2003-01-17,1.0613,1.0682,1.0604,1.0673,10047,1.05349,0.01089415627781487,0.010107344367640913,1.1371174073723123,0.013299999999999867,76.66075257497202,1.0670746364485664,1.0258153635514338,1.046445,161.80907304381586
2003-01-20,1.0658,1.0692,1.0632,1.0691,9768,1.05593,0.011371077600207835,0.010360091014154298,0.7349477056440243,0.013499999999999845,77.72479514823527,1.0693402768397537,1.0277997231602463,1.04857,159.82641041537357
2003-01-21,1.0684,1.0735999999999999,1.0631,1.0725,11317,1.05913,0.011886374048234005,0.01066534762097024,0.48721071863581883,0.017200000000000104,79.67003308633147,1.0721594413335174,1.0292005586664827,1.05068,158.20804497123225
2003-01-22,1.0723,1.0745,1.0683,1.0728,11757,1.0614000000000001,0.012178570706394387,0.01096799223805507,0.34608549247030557,0.011500000000000066,79.84261096657778,1.0744777456907444,1.0309522543092553,1.0527149999999998,152.30980332367912
2003-01-23,1.0727,1.078,1.0705,1.0746,9913,1.0639800000000001,0.012412302325108149,0.011256854255465685,0.19580419580419495,0.007300000000000084,80.92226358772557,1.077065229295357,1.032144770704643,1.054605,151.25184094256605
2003-01-24,1.0745,1.0857,1.074,1.0831,10759,1.06656,0.013132037327518109,0.011631890869876172,0.9601043997017129,0.014000000000000012,85.10750970902467,1.0816559916172186,1.0314340083827815,1.056545,169.53247920881273
2003-01-27,1.0839,1.091,1.0782,1.0847,10076,1.06963,0.013673914753024263,0.012040295646505791,0.9398846082263166,0.012199999999999989,85.76084615878989,1.0859560519668552,1.0308439480331448,1.0584,160.6652334885951
2003-01-28,1.0846,1.085,1.0782,1.0821,9967,1.07228,0.01373522709775954,0.012379281936756543,-0.0923275782476124,0.009300000000000086,79.4663135869174,1.089087600658684,1.031032399341316,1.06006,123.60688956433646
2003-01-29,1.0825,1.0901,1.0808,1.0826,10919,1.07501,0.013666623070440975,0.012636750163493431,-0.1936019175808971,0.008000000000000007,79.78337057181507,1.091842480762826,1.0317375192371736,1.0617899999999998,120.00601103454105
2003-01-30,1.0827,1.0841,1.0728,1.0822,10338,1.0771000000000002,0.01342521965222332,0.01279444406123941,0.009241290084094722,-0.0008999999999999009,78.70315601463707,1.0930314295227295,1.0351085704772702,1.0640699999999998,85.94732960215194
2003-01-31,1.0823,1.0834,1.0722,1.0771,9527,1.0780800000000001,0.01267625435701314,0.012770806120394157,-0.5080362091261833,-0.007600000000000051,66.0368085489921,1.0935423972122755,1.0380276027877244,1.065785,68.41112295956034
2003-02-03,1.0789,1.0802,1.0691,1.0788,10672,1.07905,0.012080611982053568,0.012632767292726041,-0.31417482905193767,-0.0033000000000000806,67.94736229760545,1.0940193724011715,1.0409606275988286,1.06749,54.375734888296186
2003-02-04,1.0788,1.0908,1.0765,1.089,10813,1.0807,0.012289945027517568,0.012564202839684346,1.104818494104542,0.006399999999999961,76.68940416681474,1.0949575457971037,1.0448724542028962,1.069915,100.92507078078307
2003-02-05,1.0887,1.0937999999999999,1.0735999999999999,1.0788,10272,1.0813,0.011500220832054708,0.01235140643815842,0.0,-0.0034000000000000696,58.85401173364282,1.0949329175463944,1.0477670824536056,1.07135,74.66692588932237
2003-02-06,1.0786,1.0865,1.0762,1.0834,9719,1.08218,0.011117385968577587,0.012104602344242254,-0.5142332415059734,0.006299999999999972,63.14855496341562,1.094794566539538,1.0513654334604616,1.0730799999999998,69.10084799215188
2003-02-07,1.0834,1.0841,1.0729,1.0821,9053,1.08208,0.010587046563077296,0.011801091188009264,0.3058954393770931,0.0033000000000000806,61.144588190145925,1.095100818078219,1.053539181921781,1.07432,47.72606079073591
2003-02-10,1.0817,1.0831,1.0707,1.0718,9409,1.08079,0.00922923595690972,0.011286720141789356,-1.0707033413328257,-0.017199999999999882,47.79276387794751,1.0938476929902825,1.056572307009717,1.0752099999999998,6.628787878786632
2003-02-11,1.0716,1.0762,1.0664,1.0737,10221,1.0799499999999997,0.00821181470185639,0.010671739053802764,-0.7762683670640387,-0.005099999999999882,50.02928012519172,1.0924744957135004,1.0597555042865,1.0761150000000002,-31.195206873912767
2003-02-12,1.0737,1.0772,1.0703,1.0709,9674,1.07878,0.0070977460296421935,0.00995694044897065,-0.08397089009144643,-0.012499999999999956,46.74995502064397,1.090459140223399,1.063330859776601,1.076895,-38.70905025760642
2003-02-13,1.0711,1.0861,1.0703,1.0841,10781,1.07897,0.007197005662185285,0.009404953491613579,0.968613206668526,0.0020000000000000018,60.36017952951938,1.0898894970369908,1.066180502963009,1.0780349999999999,40.328336902212484
2003-02-14,1.0841,1.0853,1.076,1.0793,10042,1.07919,0.006809850039110055,0.008885932801112873,0.7843869642356862,0.00749999999999984,54.7102998161146,1.0894220802351713,1.0678479197648283,1.0786349999999998,34.67540456731047
2003-02-17,1.0773,1.0779,1.0672,1.0722,9128,1.0785300000000002,0.005862536088961479,0.008281253458682594,-1.0976847154321576,-0.0015000000000000568,47.41593325873793,1.0891032730013332,1.068476726998667,1.0787900000000001,-92.34406695415491
2003-02-18,1.0722,1.0759,1.0676,1.0688,9975,1.07651,0.0047823039503667175,0.007581463557019419,-0.9728527749467206,-0.0020999999999999908,44.27502424715146,1.0894803804531163,1.0677296195468837,1.078605,-121.71733682030805
2003-02-19,1.0685,1.0768,1.0664,1.0749,9849,1.07612,0.004368078725537572,0.00693878659072305,0.25181869054280215,-0.009200000000000097,50.775177816390844,1.0893981055384023,1.0680218944615978,1.07871,-91.82956564863458
2003-02-20,1.0747,1.0836999999999999,1.0738,1.082,10107,1.07598,0.004560146384426256,0.006463058549463692,1.23502994011977,0.0027000000000001467,57.227607452019896,1.0896853948535652,1.0684746051464349,1.07908,22.523299965479673
2003-02-21,1.0821,1.085,1.075,1.0767,9570,1.07544,0.004235867240997893,0.006017620287770533,0.16745743790120232,0.0044999999999999485,51.61586952900848,1.0892464483978144,1.0682735516021855,1.07876,8.345086976962838
2003-02-24,1.0723,1.081,1.0706,1.079,9519,1.07616,0.004117006177160931,0.0056374974656486125,-0.27726432532348555,0.010199999999999987,53.800310458431134,1.088603943676417,1.0683460563235831,1.078475,-21.77110914975227
2003-02-25,1.0786,1.0824,1.0742,1.0757,10090,1.0763599999999998,0.0037137160994862306,0.005252741192416136,-0.09287638153616512,0.0008000000000001339,50.18803274450029,1.0882097451484376,1.0681002548515628,1.0781550000000002,-7.544115266308192
2003-02-26,1.0757,1.0814,1.073,1.0789,9349,1.07716,0.0036106971941913812,0.004924332392771185,-0.009267840593140777,-0.0031000000000001027,53.5484275086789,1.0878249682901584,1.0681150317098418,1.07797,6.051166371270991
2003-02-27,1.0789,1.0839,1.0735,1.0748,9879,1.07623,0.0031617713032146,0.004571820174859869,-0.08366644975366021,-0.0019000000000000128,48.856312394763115,1.0873469995383207,1.067853000461679,1.0776,0.6653359946767395
2003-02-28,1.0747,1.081,1.0734,1.0806,9318,1.07636,0.0032366952199340826,0.004304795183874712,0.15756789322458384,0.0016000000000000458,55.047543219730734,1.0876051322473312,1.0679448677526686,1.077775,20.301783264747694
2003-03-03,1.0779,1.0903,1.0768,1.0894,9642,1.07808,0.003960505180669482,0.0042359371832336665,1.35839225902493,0.013699999999999823,62.666504708610915,1.0893651039778123,1.0672448960221874,1.0783049999999998,152.2905214059632
2003-03-04,1.0894,1.0969,1.0874,1.0955,9858,1.0807499999999999,0.004969068481180949,0.004382563442823123,1.3788635942994554,0.016599999999999948,66.97731913105508,1.0912061838408964,1.0660538161591036,1.07863,268.21705426356414
2003-03-05,1.0958,1.1005,1.0946,1.0967,10246,1.08293,0.005798352337921475,0.0046657212218427935,0.670093629520845,0.02190000000000003,67.79025605374,1.0943660073782078,1.064683992621792,1.0795249999999998,265.9858983710201
2003-03-06,1.0967,1.1011,1.0924,1.0969,10209,1.08442,0.006397952483938596,0.005012167474261954,0.12779552715655573,0.01629999999999998,67.93642754264732,1.096807468199579,1.0635925318004211,1.0802,207.79564151845477
2003-03-07,1.0966,1.1069,1.0966,1.1007,9991,1.08682,0.007097947441827346,0.005429323467775033,0.3647305553022707,0.011300000000000088,70.7396997312855,1.0999893849316469,1.0622706150683534,1.0811300000000001,195.79064411087512
2003-03-10,1.1006,1.1069,1.1004,1.1052,9274,1.08944,0.007924462608927207,0.005928351296005468,0.7566779104749726,0.009700000000000042,73.75846286797685,1.1038471850849474,1.061752814915053,1.0828000000000002,172.33586903682607
2003-03-11,1.1051,1.1087,1.1003,1.1043,9400,1.0923,0.008409915089031994,0.006424664054610773,0.32706459525756765,0.007600000000000051,72.10533984698796,1.1069022927501844,1.0617577072498157,1.08433,143.36554311042778
2003-03-12,1.1041,1.106,1.0982,1.0991,10172,1.09432,0.008279601048213348,0.006795651453331288,-0.5519363011219683,0.0021999999999999797,63.035550668685076,1.1083035458206378,1.063176454179362,1.08574,103.80174722331986
2003-03-13,1.0992,1.0995,1.0766,1.0795,10655,1.0947900000000002,0.006519615961552594,0.006740444354975549,-2.2457665489450473,-0.021200000000000108,41.28624595457446,1.1082289700470778,1.0627910299529222,1.08551,-2.6067450927750655
2003-03-14,1.0793,1.0823,1.0691,1.0748,9680,1.09421,0.00469148387415097,0.0063306522588106335,-2.2108998271312883,-0.030399999999999983,37.8103277659476,1.1083322796659394,1.0622377203340607,1.085285,-65.57034888830395
2003-03-17,1.0783,1.0845,1.0589,1.0618,10726,1.09145,0.00216868541394577,0.005498258889837661,-1.6396479851783072,-0.04249999999999998,30.03818423614591,1.1093853391528228,1.0601446608471772,1.084765,-108.58946094324142
2003-03-18,1.0615,1.0656,1.0543,1.0647,11007,1.08837,0.0003987585814324568,0.0044783588281566205,-0.9397097134350576,-0.034399999999999986,33.42991683634291,1.1097698710825743,1.0593501289174256,1.08456,-144.28984694327875
2003-03-19,1.0644,1.0657,1.0546,1.0573,10435,1.08443,-0.0015827938780172968,0.0032661282869218375,-0.423808626860065,-0.022199999999999998,29.390172500176945,1.1112915627953222,1.0560684372046778,1.08368,-146.31557219945134
2003-03-20,1.0575,1.0674,1.053,1.0618,10925,1.08092,-0.002758280347637365,0.0020612465600099972,-0.2723771954541094,-0.0129999999999999,34.72027074059878,1.1118847291618459,1.0534552708381537,1.0826699999999998,-122.33899218539497
2003-03-21,1.0617,1.0618,1.0502,1.0529,10511,1.07614,-0.004357783646084412,0.0007774405187911154,-0.416154355433648,-0.00890000000000013,29.780204988041206,1.1133854603477213,1.0495745396522786,1.08148,-135.39765456185543
2003-03-24,1.0586,1.0676,1.0566,1.0652,9788,1.07214,-0.004580097812718842,-0.000294067147510876,0.3202109625164671,0.0004999999999999449,42.371241549699455,1.1134676926970069,1.048112307302993,1.08079,-86.77177411919409
2003-03-25,1.0651,1.0723,1.0632,1.0658,10480,1.06829,-0.004654217483868628,-0.0011660972147824265,1.225187577167835,0.008500000000000174,42.92592402662962,1.1135607466472648,1.0470292533527352,1.080295,-63.08832598350056
2003-03-26,1.0659,1.0704,1.0622,1.0698,9817,1.06536,-0.004340160616719935,-0.001800909895169928,0.4318437852046714,0.008000000000000007,46.72432146331061,1.1134170993386865,1.0462629006613138,1.0798400000000001,-57.13598725636143
2003-03-27,1.0701,1.0747,1.0674,1.069,10267,1.06431,-0.0041084618106435045,-0.0022624202782646433,0.3002439482079067,0.016100000000000003,46.04337008209312,1.1133953246401922,1.0457046753598074,1.0795499999999998,-41.58620512084852
2003-03-28,1.0691,1.0805,1.0668,1.0781,9663,1.06464,-0.0031541854034822236,-0.0024407733033081592,0.7758459525144862,0.012900000000000134,54.436094130042164,1.113272355879005,1.0455776441209952,1.079425,-19.653065462853213
2003-03-31,1.0796999999999999,1.0934,1.078,1.0922,10419,1.06768,-0.001245801490139531,-0.002201778940674434,2.170252572497672,0.02639999999999998,64.06035037144053,1.1135988816475586,1.0455311183524416,1.079565,35.20180344214729
2003-04-01,1.0916,1.0926,1.0868,1.0918,9127,1.07039,0.0002316594276092765,-0.001715091267017692,1.2707541044430057,0.02200000000000002,63.63665672095423,1.113104210887729,1.045655789112271,1.07938,47.290539702006235
2003-04-02,1.092,1.0961,1.075,1.0769,10926,1.07235,0.00019797029561630097,-0.0013324789544908937,-1.4008423365684024,0.007900000000000018,49.96027450527115,1.1111716351026002,1.0456083648974002,1.0783900000000002,17.540614692191383
2003-04-03,1.0769,1.0794,1.0686,1.0759,10656,1.07376,8.954752501644236e-05,-0.0010480736585894265,-1.4563106796116525,-0.0021999999999999797,49.17222239943996,1.1090092532276972,1.0456707467723028,1.07734,-15.45204848604616
2003-04-04,1.0759,1.0772,1.0684,1.0734,10575,1.0758100000000002,-0.0001958497741716414,-0.0008776288817058695,-0.32500696443495763,-0.01880000000000015,47.10815573745762,1.1057987405433998,1.0461512594566005,1.0759750000000001,-18.366254409685034
2003-04-07,1.0672,1.0704,1.0559,1.0688,10362,1.0761699999999998,-0.0007841713074481227,-0.0008589373668543202,-0.6599126312854453,-0.02300000000000013,43.38494003763785,1.1009072316826094,1.0474027683173905,1.074155,-58.10288340605242
2003-04-08,1.0689,1.0726,1.0642,1.0724,10120,1.07683,-0.0009489910693321058,-0.0008769481073498774,-0.09316191540897056,-0.0044999999999999485,47.02567987897181,1.0954592925654925,1.0496607074345075,1.07256,-21.270396270394937
2003-04-09,1.0723,1.0785,1.0675,1.0773,10133,1.07758,-0.0006764254574824768,-0.0008368435773763973,0.7952844311377201,0.0013999999999998458,51.7210177683989,1.0910466289232856,1.0518933710767147,1.0714700000000001,27.006708304418108
2003-04-10,1.0774,1.0832,1.0758,1.0787,10105,1.0785500000000001,-0.0003434874372871821,-0.0007381723493585544,0.5874673629242794,0.005300000000000082,53.042306295611596,1.0909440052270163,1.0519159947729835,1.0714299999999999,74.40968367955756
2003-04-11,1.0787,1.0792,1.0693,1.0756000000000001,9568,1.0783,-0.00032601762160933134,-0.0006557414038087098,-0.15780191218785972,0.006800000000000139,49.69609781594778,1.091014728189464,1.0519252718105363,1.0714700000000001,33.825226209994824
2003-04-14,1.0745,1.0814,1.0717,1.0772,9873,1.0768,-0.00018097981591758128,-0.0005607890862304841,-0.13905627143784713,0.0047999999999999154,51.45245815068201,1.0914100182576862,1.053069981742314,1.07224,47.79734046504764
2003-04-15,1.0772,1.0824,1.0734,1.0804,10010,1.07566,0.00018998689584570627,-0.0004106338898152461,0.44626255113424274,0.0031000000000001027,54.947992535996676,1.0921815002022814,1.0538684997977183,1.073025,59.35475977457097
2003-04-16,1.0803,1.0923,1.0783,1.091,9773,1.07707,0.0013240492837418572,-6.369725510382547e-05,1.281099145933906,0.012299999999999978,64.38600256361991,1.0939656381353622,1.055454361864638,1.07471,126.2858342469273
2003-04-17,1.091,1.0977,1.0867,1.0882,10162,1.0783,0.001974108997520929,0.00034386399542112543,0.7219548315438753,0.012599999999999945,60.6564807398518,1.0951839134382508,1.0568760865617493,1.07603,144.60106873042258
2003-04-18,1.0882,1.09,1.0868,1.0879,6126,1.07975,0.0024369864485156434,0.000762488486040029,-0.2841429880843154,0.010700000000000154,60.241072506961196,1.094387299599875,1.0611727004001255,1.0777800000000002,107.75508917879884
2003-04-21,1.0898,1.0909,1.0821,1.086,7535,1.08147,0.002620300845180834,0.00113405095786819,-0.20216871898547875,0.005600000000000049,57.47133256352877,1.0947366076787735,1.0629033923212263,1.07882,79.89396443656587
2003-04-22,1.0859,1.1004,1.0848,1.0975,9227,1.08398,0.0036514411748167497,0.0016375290012579022,0.882434047246974,0.00649999999999995,67.51568145316291,1.0971134978379264,1.0636965021620737,1.080405,135.93045914017614
2003-04-23,1.0973,1.0984,1.092,1.0954,9271,1.0857899999999998,0.0042501814196902465,0.0021600594849443713,0.8655616942909625,0.007199999999999873,64.4282637689645,1.0988633904950371,1.064506609504963,1.081685,126.75902694447282
2003-04-24,1.0948,1.1049,1.0944,1.1034,9527,1.08826,0.005309021424424021,0.002789851872840301,0.5375854214123023,0.015499999999999847,70.19698014344273,1.1019896684124302,1.0648203315875697,1.083405,152.81252135875755
2003-04-25,1.1034,1.1051,1.096,1.1037,9580,1.09107,0.006102026881985356,0.0034522868746693124,0.7577140770494774,0.017699999999999827,70.397011663832,1.1050709044440017,1.064299095555998,1.084685,138.0213323114261
2003-04-28,1.1037,1.1078000000000001,1.0975,1.0987,9246,1.09322,0.006254928287402484,0.004012815157215946,-0.42595613558092504,0.0012000000000000899,62.61450732164397,1.1060611662384765,1.0639588337615236,1.08501,121.41798565415887
2003-04-29,1.0986,1.1087,1.093,1.1076,9327,1.09594,0.007013413111733424,0.004612934748119442,0.3533568904593653,0.012199999999999989,69.32212010246081,1.1088975323357275,1.0627024676642727,1.0858,121.25249833444182
2003-04-30,1.1077,1.1191,1.1063,1.1183,10332,1.09867,0.008381303921545458,0.005366608582804646,1.783926458541919,0.014900000000000135,75.25321554269712,1.114548913021335,1.0611910869786647,1.08787,166.5727142362655
2003-05-01,1.1182,1.1288,1.1154,1.1238,9221,1.10223,0.009796246249215379,0.0062525361160867925,1.4626218851570958,0.020100000000000007,77.7140230805766,1.1205694072702301,1.05996059272977,1.090265,180.88325879107538
2003-05-02,1.1237,1.1275,1.1188,1.123,9419,1.1057400000000002,0.010729363500247668,0.007147901592918967,0.4202807833318363,0.02429999999999999,76.48483317629417,1.12516699716242,1.06032300283758,1.092745,157.5248578516026
2003-05-05,1.1227,1.1305,1.1204,1.1289,11875,1.11003,0.011808821591509533,0.00808008559263708,0.45381740523225705,0.021300000000000097,79.18293648824374,1.129835627469653,1.061664372530347,1.09575,154.2599173950623
2003-05-06,1.1295,1.1456,1.1275,1.1443,13569,1.11471,0.013748467428349898,0.009213761959779644,1.8967052537845146,0.026000000000000023,84.3805362173676,1.1377182967048696,1.0609717032951305,1.099345,181.2846190528595
2003-05-07,1.1438,1.1444,1.1329,1.1352,13404,1.11869,0.014385529352616722,0.01024811543834706,0.5580653733723069,0.011400000000000077,72.49615676259802,1.1422263176599188,1.062253682340081,1.1022399999999999,151.96620808194749
2003-05-08,1.1352,1.1513,1.131,1.1486,13744,1.1232099999999998,0.015789660155360208,0.01135642438174969,0.37577558332604827,0.025600000000000067,77.64712156082953,1.1489677318128284,1.0625022681871719,1.1057350000000001,148.11326086546956
2003-05-09,1.148,1.1541,1.1437,1.1489,13577,1.1277300000000001,0.016733755113004234,0.012431890528000599,1.2068357998590598,0.020000000000000018,77.75077507516711,1.1541924100713494,1.0646075899286505,1.1094,142.02143064002274
2003-05-12,1.1531,1.1629,1.1522999999999999,1.1566,12713,1.13352,0.017896977599899166,0.013524907942380312,0.6965000870625114,0.012299999999999978,80.34945153526606,1.1600767061566102,1.0666632938433898,1.11337,147.13260919680508
2003-05-13,1.1566,1.1572,1.1463,1.1537,12862,1.1381299999999999,0.01837304105715387,0.014494534565335025,0.41779093045521065,0.01849999999999996,76.6052384395762,1.1643180318401847,1.0697519681598153,1.117035,116.63948879078305
2003-05-14,1.1537,1.1541,1.1467,1.1473,11043,1.14103,0.018026104551502664,0.015200848562568554,-0.8040809268545812,-0.0013000000000000789,68.74950589362187,1.1673012170549915,1.0723987829450086,1.11985,95.93419260190662
2003-05-15,1.1474,1.1491,1.1371,1.138,10184,1.14245,0.01680698216614651,0.015522075283284146,-1.3608390396116883,-0.010900000000000132,58.98345672655529,1.168082295526131,1.0765977044738688,1.12234,64.54247049279753
2003-05-16,1.1381999999999999,1.1597,1.1371,1.1597,9720,1.1461200000000002,0.017391350870882727,0.015895930400803865,1.0807983962346348,0.0030999999999998806,70.02338387448376,1.1715670069132484,1.0802929930867513,1.1259299999999999,90.782475187805
2003-05-19,1.1673,1.1741,1.1622,1.1648,10975,1.14971,0.018057835173785897,0.01632831135540027,2.3550087873462355,0.01110000000000011,71.99198366505665,1.1746353482059493,1.0851046517940506,1.12987,126.3668502836461
2003-05-20,1.1649,1.1721,1.1602000000000001,1.1714,11442,1.15242,0.018900717916245036,0.016842792667569224,1.0088816073122397,0.02410000000000001,74.40856144245,1.1792236147402642,1.0879063852597357,1.133565,117.81573541778712
2003-05-21,1.1717,1.1749,1.1625,1.1641,11426,1.15531,0.01876336715416893,0.017226907564889166,-0.06009615384616628,0.026100000000000012,67.27496819335761,1.1809622110453952,1.0930377889546048,1.137,107.92161192382042
2003-05-22,1.1641,1.1732,1.162,1.1693,10811,1.15738,0.018856743427138722,0.017552874737339078,-0.179272665186955,0.009600000000000053,69.58299010451857,1.183562931542886,1.0970270684571142,1.140295,104.97020298272695
2003-05-23,1.1694,1.1846,1.1665,1.1842,10421,1.1609099999999999,0.019903613801378617,0.018023022550146987,1.7266557855854316,0.019399999999999862,75.16052900483635,1.1881948492874888,1.1004451507125113,1.14432,132.05050363520348
2003-05-26,1.1832,1.1878,1.1799,1.1862,8578,1.16387,0.020656533737875238,0.018549724787692637,1.4453091593260854,0.014799999999999924,75.82175820377213,1.1909204650655247,1.1064695349344753,1.148695,143.52731857483863
2003-05-27,1.1858,1.1931,1.181,1.1815,10743,1.16665,0.020636097406208753,0.01896699931139586,-0.22800202668467529,0.017400000000000082,70.8940517213637,1.192463078244625,1.112316921755375,1.15239,135.28569048808868
2003-05-28,1.1814,1.1851,1.1706,1.1755,10866,1.16947,0.019906284355402315,0.01915485632019715,-0.9020401281402742,0.006199999999999983,64.91027585068895,1.193296313881897,1.1172036861181032,1.15525,92.6434989537603
2003-05-29,1.1754,1.1918,1.1691,1.1909,11621,1.17476,0.020336131288754666,0.019391111313908655,0.7955988150656009,0.00670000000000015,71.71800820749027,1.1968000507264986,1.1204099492735011,1.1586049999999999,108.8533608389199
2003-05-30,1.1905999999999999,1.1919,1.1741,1.1785,11374,1.17664,0.019451981378546312,0.019403285326836186,0.2552105487026894,-0.007699999999999818,61.11084475477046,1.196787321276818,1.125972678723182,1.16138,89.68017057569253
2003-06-02,1.172,1.1772,1.1652,1.1771,11579,1.17787,0.018425915421790062,0.019207811345826963,-1.1587874716600919,-0.0043999999999999595,59.99765510459041,1.1964837241684059,1.1310962758315943,1.16379,48.19622471944927
2003-06-03,1.1767,1.1783,1.1686,1.174,11317,1.17813,0.01716474220300035,0.01879919751726164,-0.3818413237166033,-0.0015000000000000568,57.42408442016207,1.1969757176574884,1.1335742823425117,1.165275,45.47496630559462
2003-06-04,1.1741,1.1751,1.1632,1.164,10935,1.17812,0.01518331313183463,0.018076020640176237,-1.1129045960411275,-0.026900000000000146,49.77195479175551,1.1952818531693603,1.1381481468306396,1.166715,8.052722541925116
2003-06-05,1.1639,1.189,1.1631,1.1843,11770,1.1796200000000001,0.015077255447794924,0.017476267601699975,0.8773424190800662,0.005799999999999805,61.37989613546491,1.1967760676190977,1.140223932380902,1.1684999999999999,68.75328145387414
2003-06-06,1.1844000000000001,1.1881,1.1684,1.1701,11132,1.17821,0.013689577713031031,0.016718929623966188,0.5240549828178689,-0.007000000000000117,52.0335441362379,1.196368983568942,1.1427510164310584,1.1695600000000002,42.48236331569594
2003-06-09,1.1708,1.1791,1.1659,1.1716,11364,1.17675,0.012566017348609071,0.015888347168894767,-1.0723634214303752,-0.0023999999999999577,52.875754915001494,1.1964578794551257,1.1441621205448742,1.17031,16.328142238326084
2003-06-10,1.1716,1.1746,1.1666,1.1671,10563,1.17531,0.011183558175929864,0.014947389370301788,-0.25638834287666795,0.0031000000000001027,49.95216645750444,1.196055852926666,1.1459041470733338,1.17098,-9.848411702229736
2003-06-11,1.167,1.1785,1.1659,1.1756,11016,1.17532,0.010651049614133212,0.014088121419068074,0.3414134516899969,-0.00869999999999993,55.15604839929627,1.1950425142123762,1.1497474857876235,1.1723949999999999,12.75745923872767
2003-06-12,1.1756,1.181,1.1705,1.1764999999999999,10864,1.17388,0.010184257440484679,0.013307348623351395,0.8054151315225646,0.006399999999999961,55.69798281053003,1.190594347913197,1.158045652086803,1.17432,26.992557059371553
2003-06-13,1.1763,1.1882,1.1736,1.1874,10577,1.17477,0.010571992832179244,0.012760277465116966,1.0037427696495433,0.015800000000000036,61.89479869014902,1.1914736365929264,1.1599363634070736,1.175705,100.41388092964203
2003-06-16,1.1876,1.1932,1.1818,1.1822,10596,1.1752799999999999,0.010340480756359627,0.0122763181233655,0.4844878878028082,0.015099999999999891,57.62240918434941,1.191749831135791,1.1614001688642088,1.176575,120.24591018026437
2003-06-17,1.1822,1.1869,1.1769,1.1781,10043,1.17569,0.009714190887767371,0.011763892676245875,-0.7832238504295171,0.0024999999999999467,54.336565688994575,1.1919078531796978,1.161912146820302,1.17691,50.25906735751134
2003-06-18,1.1783,1.1807,1.1663000000000001,1.1682,9946,1.17611,0.008323061322485614,0.011075726405493824,-1.1842327863305713,-0.008299999999999974,47.12664030566792,1.1915067024705133,1.162723297529487,1.1771150000000001,-71.13972664633694
2003-06-19,1.1684,1.1743000000000001,1.1583,1.1723,11401,1.17491,0.00746536082179472,0.010353653288754004,-0.4923181393769653,-0.015100000000000113,50.169223036665876,1.1913877865522273,1.1631422134477727,1.177265,-117.92783621762314
